City or Locality,Measurement Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),lat,lng
Kansas City (Mo-Ks),2013,,,23.4,39.1235,-94.7443
Kansas City (Mo-Ks),2014,10.5,,23.05,39.1238,-94.5541
Kansas City (Mo-Ks),2014,10.5,,23.05,39.1235,-94.7443
Kansas City (Mo-Ks),2016,5.1,,21.9,39.1238,-94.5541
Kansas City (Mo-Ks),2016,5.1,,21.9,39.1235,-94.7443
Kansas City (Mo-Ks),2017,9.9,,22.1,39.1238,-94.5541
Kansas City (Mo-Ks),2017,9.9,,22.1,39.1235,-94.7443
Kansas City (Mo-Ks),2018,,,21.7,39.1238,-94.5541
Kansas City (Mo-Ks),2018,,,21.7,39.1235,-94.7443
Kansas City (Mo-Ks),2019,,,20.5,39.1238,-94.5541
Kansas City (Mo-Ks),2019,,,20.5,39.1235,-94.7443
Kapaa (Hi),2013,3.9,,4.2,22.091,-159.3521
Kapaa (Hi),2014,,,4.5,22.091,-159.3521
Kapaa (Hi),2015,3.2,,4.3,22.091,-159.3521
Kapaa (Hi),2016,3.5,,,22.091,-159.3521
Kapaa (Hi),2017,2.6,,3.5,22.091,-159.3521
Kapaa (Hi),2018,,,8.6,22.091,-159.3521
Kapaa (Hi),2019,2.9,,8.0,22.091,-159.3521
Keene (Nh),2018,5.3,,,42.9494,-72.2998
Keene (Nh),2018,5.3,,,32.3955,-97.3226
Keene (Nh),2018,5.3,,,35.2335,-118.6098
Keene (Nh),2018,5.3,,,37.9431,-84.6411
Kemmerer,2011,,12.8,,41.7761,-110.5555
Kemmerer,2012,,26.3,,41.7761,-110.5555
Kemmerer,2014,,11.3,,41.7761,-110.5555
Kemmerer,2015,,11.6,,41.7761,-110.5555
Kemmerer,2017,,14.4,,41.7761,-110.5555
Klamath Falls (Or),2013,13.0,,,42.2195,-121.7754
Klamath Falls (Or),2017,11.7,,,42.2195,-121.7754
Klamath Falls (Or),2018,18.6,,,42.2195,-121.7754
Laconia (Nh),2017,4.6,,,43.5725,-71.4775
Laconia (Nh),2017,4.6,,,38.0318,-86.0855
Laconia (Nh),2019,3.6,,,43.5725,-71.4775
Laconia (Nh),2019,3.6,,,38.0318,-86.0855
Lafayette (La),2011,,19.4,,30.2082,-92.0325
Lafayette (La),2011,,19.4,,40.3991,-86.8593
Lafayette (La),2011,,19.4,,39.9946,-105.0998
Lafayette (La),2011,,19.4,,37.8919,-122.1189
Lafayette (La),2011,,19.4,,36.5241,-86.0304
Lafayette (La),2011,,19.4,,45.2463,-123.1115
Lafayette (La),2011,,19.4,,37.233,-80.2051
Lafayette (La),2011,,19.4,,44.4471,-94.3927
Lafayette (La),2011,,19.4,,40.7589,-83.9499
Lafayette (La),2014,,20.5,,30.2082,-92.0325
Lafayette (La),2014,,20.5,,40.3991,-86.8593
Lafayette (La),2014,,20.5,,39.9946,-105.0998
Lafayette (La),2014,,20.5,,37.8919,-122.1189
Lafayette (La),2014,,20.5,,36.5241,-86.0304
Lafayette (La),2014,,20.5,,45.2463,-123.1115
Lafayette (La),2014,,20.5,,37.233,-80.2051
Lafayette (La),2014,,20.5,,44.4471,-94.3927
Lafayette (La),2014,,20.5,,40.7589,-83.9499
Lafayette (La),2019,,14.9,,30.2082,-92.0325
Lafayette (La),2019,,14.9,,40.3991,-86.8593
Lafayette (La),2019,,14.9,,39.9946,-105.0998
Lafayette (La),2019,,14.9,,37.8919,-122.1189
Lafayette (La),2019,,14.9,,36.5241,-86.0304
Lafayette (La),2019,,14.9,,45.2463,-123.1115
Lafayette (La),2019,,14.9,,37.233,-80.2051
Lafayette (La),2019,,14.9,,44.4471,-94.3927
Lafayette (La),2019,,14.9,,40.7589,-83.9499
Lafayette-West Lafayette (In),2010,12.0,,,,
Lake Charles (La),2010,,,12.6,30.201,-93.2111
Lake Charles (La),2011,,,12.1,30.201,-93.2111
Lake Charles (La),2013,,,9.2,30.201,-93.2111
Lake Charles (La),2015,,,11.9,30.201,-93.2111
Lake Charles (La),2017,,,11.0,30.201,-93.2111
Lake Havasu City-Kingman (Az),2012,,21.3,,,
Lake Havasu City-Kingman (Az),2013,,20.8,,,
Lake Havasu City-Kingman (Az),2014,,20.6,,,
Lake Havasu City-Kingman (Az),2016,,22.4,,,
Lake Havasu City-Kingman (Az),2017,,19.2,,,
Lake Havasu City-Kingman (Az),2018,,19.9,,,
Lake Havasu City-Kingman (Az),2019,,16.0,,,
Lakeland-Winter Haven (Fl),2016,,14.2,,,
Lamar,2011,,21.3,,38.074,-102.6154
Lamar,2011,,21.3,,37.4945,-94.2791
Lamar,2011,,21.3,,35.4436,-93.3951
Lamar,2011,,21.3,,28.1439,-96.9888
Lamar,2011,,21.3,,34.1695,-80.0649
Lamar,2011,,21.3,,35.0942,-96.1241
Lamar,2011,,21.3,,40.5725,-101.9793
Lamar,2011,,21.3,,34.9123,-89.3151
Lamar,2012,,24.6,,38.074,-102.6154
Lamar,2012,,24.6,,37.4945,-94.2791
Lamar,2012,,24.6,,35.4436,-93.3951
Lamar,2012,,24.6,,28.1439,-96.9888
Lamar,2012,,24.6,,34.1695,-80.0649
Lamar,2012,,24.6,,35.0942,-96.1241
Lamar,2012,,24.6,,40.5725,-101.9793
Lamar,2012,,24.6,,34.9123,-89.3151
Lamar,2013,,32.0,,38.074,-102.6154
Lamar,2013,,32.0,,37.4945,-94.2791
Lamar,2013,,32.0,,35.4436,-93.3951
Lamar,2013,,32.0,,28.1439,-96.9888
Lamar,2013,,32.0,,34.1695,-80.0649
Lamar,2013,,32.0,,35.0942,-96.1241
Lamar,2013,,32.0,,40.5725,-101.9793
Lamar,2013,,32.0,,34.9123,-89.3151
Lamar,2014,,31.4,,38.074,-102.6154
Lamar,2014,,31.4,,37.4945,-94.2791
Lamar,2014,,31.4,,35.4436,-93.3951
Lamar,2014,,31.4,,28.1439,-96.9888
Lamar,2014,,31.4,,34.1695,-80.0649
Lamar,2014,,31.4,,35.0942,-96.1241
Lamar,2014,,31.4,,40.5725,-101.9793
Lamar,2014,,31.4,,34.9123,-89.3151
Lamar,2019,,17.6,,38.074,-102.6154
Lamar,2019,,17.6,,37.4945,-94.2791
Lamar,2019,,17.6,,35.4436,-93.3951
Lamar,2019,,17.6,,28.1439,-96.9888
Lamar,2019,,17.6,,34.1695,-80.0649
Lamar,2019,,17.6,,35.0942,-96.1241
Lamar,2019,,17.6,,40.5725,-101.9793
Lamar,2019,,17.6,,34.9123,-89.3151
Lame Deer,2011,,,6.4,45.6176,-106.6134
Lame Deer,2012,,,4.3,45.6176,-106.6134
Lame Deer,2013,,,3.4,45.6176,-106.6134
Lame Deer,2014,,,3.2,45.6176,-106.6134
Lame Deer,2015,,,1.7,45.6176,-106.6134
Lame Deer,2017,,,1.0,45.6176,-106.6134
Lancaster (Pa),2010,,15.9,,40.042,-76.3012
Lancaster (Pa),2010,,15.9,,34.6935,-118.1753
Lancaster (Pa),2010,,15.9,,32.5922,-96.7739
Lancaster (Pa),2010,,15.9,,39.7248,-82.6049
Lancaster (Pa),2010,,15.9,,34.7248,-80.7804
Lancaster (Pa),2010,,15.9,,37.6148,-84.5815
Lancaster (Pa),2010,,15.9,,42.8473,-90.7065
Lancaster (Pa),2010,,15.9,,40.5238,-92.5314
Lancaster (Pa),2010,,15.9,,39.571,-95.3037
Lancaster (Pa),2010,,15.9,,48.8577,-96.8019
Lancaster (Pa),2010,,15.9,,37.7675,-76.4549
Laramie (Wy),2011,,21.6,,41.3099,-105.6085
Laramie (Wy),2012,,31.8,,41.3099,-105.6085
Laramie (Wy),2013,4.6,,,41.3099,-105.6085
Laramie (Wy),2016,3.9,,,41.3099,-105.6085
Laramie (Wy),2018,,24.7,,41.3099,-105.6085
Laramie (Wy),2019,,13.5,,41.3099,-105.6085
Laredo (Tx),2017,,18.2,,27.5625,-99.4874
Laredo (Tx),2017,,18.2,,40.026,-93.448
Laredo (Tx),2017,,18.2,,48.4303,-109.886
Las Cruces (Nm),2010,,28.5,12.7,32.3265,-106.7893
Las Cruces (Nm),2011,,41.3,8.4,32.3265,-106.7893
Las Cruces (Nm),2012,,,8.6,32.3265,-106.7893
Las Cruces (Nm),2013,,37.3,,32.3265,-106.7893
Las Cruces (Nm),2014,5.3,29.1,,32.3265,-106.7893
Las Cruces (Nm),2015,4.7,19.6,10.75,32.3265,-106.7893
Las Cruces (Nm),2016,,,8.6,32.3265,-106.7893
Las Cruces (Nm),2017,,,10.0,32.3265,-106.7893
Las Cruces (Nm),2018,,26.0,11.55,32.3265,-106.7893
Las Cruces (Nm),2019,,24.4,11.35,32.3265,-106.7893
Las Vegas-Henderson-Paradise (Nv),2010,3.4,12.68,25.0,,
Las Vegas-Henderson-Paradise (Nv),2011,5.5,15.35,24.8,,
Las Vegas-Henderson-Paradise (Nv),2012,5.0,15.3,18.0,,
Las Vegas-Henderson-Paradise (Nv),2013,,18.27,8.9,,
Las Vegas-Henderson-Paradise (Nv),2014,,20.28,,,
Las Vegas-Henderson-Paradise (Nv),2015,,16.8,27.0,,
Las Vegas-Henderson-Paradise (Nv),2016,,21.37,30.2,,
Las Vegas-Henderson-Paradise (Nv),2017,,26.15,31.7,,
Las Vegas-Henderson-Paradise (Nv),2018,,20.0,16.4,,
Las Vegas-Henderson-Paradise (Nv),2019,,18.0,16.0,,
Lebanon (Pa),2012,14.2,,,40.3412,-76.4228
Lebanon (Pa),2012,14.2,,,36.204,-86.3481
Lebanon (Pa),2012,14.2,,,39.4254,-84.2133
Lebanon (Pa),2012,14.2,,,44.5317,-122.9071
Lebanon (Pa),2012,14.2,,,40.0324,-86.4551
Lebanon (Pa),2012,14.2,,,37.6717,-92.6603
Lebanon (Pa),2012,14.2,,,43.6353,-72.2531
Lebanon (Pa),2012,14.2,,,37.5691,-85.2594
Lebanon (Pa),2012,14.2,,,38.6005,-89.8114
Lebanon (Pa),2012,14.2,,,36.8991,-82.0784
Lebanon (Pa),2012,14.2,,,33.9737,-96.9177
Lebanon (Pa),2012,14.2,,,39.8101,-98.5572
Lebanon (Pa),2012,14.2,,,43.2587,-88.6292
Lebanon (Pa),2012,14.2,,,40.0487,-100.2761
Lebanon (Pa),2012,14.2,,,45.0688,-99.7664
Lewiston-Auburn (Me),2010,,13.3,,,
Lewiston-Auburn (Me),2011,,14.2,,,
Lewiston-Auburn (Me),2013,,15.6,,,
Lewiston-Auburn (Me),2019,,10.6,,,
Lewistown,2012,,5.0,,40.5964,-77.573
Lewistown,2012,,5.0,,47.0514,-109.4524
Lewistown,2012,,5.0,,40.3969,-90.1554
Lewistown,2012,,5.0,,40.0848,-91.8136
Lewistown,2012,,5.0,,39.5409,-77.4191
Lewistown,2012,,5.0,,40.4238,-83.8846
Lewistown,2013,,7.8,,40.5964,-77.573
Lewistown,2013,,7.8,,47.0514,-109.4524
Lewistown,2013,,7.8,,40.3969,-90.1554
Lewistown,2013,,7.8,,40.0848,-91.8136
Lewistown,2013,,7.8,,39.5409,-77.4191
Lewistown,2013,,7.8,,40.4238,-83.8846
Lewistown,2014,,7.4,,40.5964,-77.573
Lewistown,2014,,7.4,,47.0514,-109.4524
Lewistown,2014,,7.4,,40.3969,-90.1554
Lewistown,2014,,7.4,,40.0848,-91.8136
Lewistown,2014,,7.4,,39.5409,-77.4191
Lewistown,2014,,7.4,,40.4238,-83.8846
Lewistown,2015,,9.1,,40.5964,-77.573
Lewistown,2015,,9.1,,47.0514,-109.4524
Lewistown,2015,,9.1,,40.3969,-90.1554
Lewistown,2015,,9.1,,40.0848,-91.8136
Lewistown,2015,,9.1,,39.5409,-77.4191
Lewistown,2015,,9.1,,40.4238,-83.8846
Lewistown,2016,,9.3,,40.5964,-77.573
Lewistown,2016,,9.3,,47.0514,-109.4524
Lewistown,2016,,9.3,,40.3969,-90.1554
Lewistown,2016,,9.3,,40.0848,-91.8136
Lewistown,2016,,9.3,,39.5409,-77.4191
Lewistown,2016,,9.3,,40.4238,-83.8846
Lewistown,2017,,10.9,,40.5964,-77.573
Lewistown,2017,,10.9,,47.0514,-109.4524
Lewistown,2017,,10.9,,40.3969,-90.1554
Lewistown,2017,,10.9,,40.0848,-91.8136
Lewistown,2017,,10.9,,39.5409,-77.4191
Lewistown,2017,,10.9,,40.4238,-83.8846
Lewistown,2018,,10.0,,40.5964,-77.573
Lewistown,2018,,10.0,,47.0514,-109.4524
Lewistown,2018,,10.0,,40.3969,-90.1554
Lewistown,2018,,10.0,,40.0848,-91.8136
Lewistown,2018,,10.0,,39.5409,-77.4191
Lewistown,2018,,10.0,,40.4238,-83.8846
Lewistown,2019,,7.8,,40.5964,-77.573
Lewistown,2019,,7.8,,47.0514,-109.4524
Lewistown,2019,,7.8,,40.3969,-90.1554
Lewistown,2019,,7.8,,40.0848,-91.8136
Lewistown,2019,,7.8,,39.5409,-77.4191
Lewistown,2019,,7.8,,40.4238,-83.8846
Lexington-Fayette (Ky),2010,,,17.8,,
Lexington-Fayette (Ky),2012,,,15.1,,
Lexington-Fayette (Ky),2013,,15.7,13.8,,
Lexington-Fayette (Ky),2014,,,12.7,,
Lexington-Fayette (Ky),2016,,14.3,12.4,,
Lexington-Fayette (Ky),2017,,14.6,9.0,,
Lexington-Fayette (Ky),2018,,,5.6,,
Lexington-Fayette (Ky),2019,,12.8,11.6,,
Libby (Na),2015,14.9,25.0,,48.387,-115.5559
Libby (Na),2017,14.3,,,48.387,-115.5559
Libby (Na),2018,,19.2,,48.387,-115.5559
Little Rock-North Little Rock-Conway (Ar),2010,12.3,20.5,,,
Little Rock-North Little Rock-Conway (Ar),2011,12.25,21.7,,,
Little Rock-North Little Rock-Conway (Ar),2012,,19.35,19.9,,
Little Rock-North Little Rock-Conway (Ar),2013,10.7,18.9,18.4,,
Little Rock-North Little Rock-Conway (Ar),2014,10.5,18.25,16.7,,
Little Rock-North Little Rock-Conway (Ar),2015,9.95,18.85,16.2,,
Little Rock-North Little Rock-Conway (Ar),2016,9.4,18.35,14.9,,
Little Rock-North Little Rock-Conway (Ar),2017,9.2,,14.3,,
Little Rock-North Little Rock-Conway (Ar),2018,9.5,17.7,13.7,,
Little Rock-North Little Rock-Conway (Ar),2019,9.9,16.1,14.8,,
Longview (Tx),2010,,,12.3,32.5193,-94.7622
Longview (Tx),2010,,,12.3,46.1461,-122.963
Longview (Tx),2010,,,12.3,33.4027,-88.9256
Longview (Tx),2010,,,12.3,39.8859,-88.0662
Longview (Tx),2011,,,10.4,32.5193,-94.7622
Longview (Tx),2011,,,10.4,46.1461,-122.963
Longview (Tx),2011,,,10.4,33.4027,-88.9256
Longview (Tx),2011,,,10.4,39.8859,-88.0662
Longview (Tx),2013,,,8.8,32.5193,-94.7622
Longview (Tx),2013,,,8.8,46.1461,-122.963
Longview (Tx),2013,,,8.8,33.4027,-88.9256
Longview (Tx),2013,,,8.8,39.8859,-88.0662
Longview (Tx),2014,,,7.6,32.5193,-94.7622
Longview (Tx),2014,,,7.6,46.1461,-122.963
Longview (Tx),2014,,,7.6,33.4027,-88.9256
Longview (Tx),2014,,,7.6,39.8859,-88.0662
Longview (Tx),2017,,,6.4,32.5193,-94.7622
Longview (Tx),2017,,,6.4,46.1461,-122.963
Longview (Tx),2017,,,6.4,33.4027,-88.9256
Longview (Tx),2017,,,6.4,39.8859,-88.0662
Longview (Tx),2019,,,6.1,32.5193,-94.7622
Longview (Tx),2019,,,6.1,46.1461,-122.963
Longview (Tx),2019,,,6.1,33.4027,-88.9256
Longview (Tx),2019,,,6.1,39.8859,-88.0662
Los Angeles-Long Beach-Anaheim (Ca),2010,10.62,25.03,34.85,,
Los Angeles-Long Beach-Anaheim (Ca),2011,11.06,24.68,35.16,,
Los Angeles-Long Beach-Anaheim (Ca),2012,11.08,25.8,31.02,,
Los Angeles-Long Beach-Anaheim (Ca),2013,10.2,26.05,30.62,,
Los Angeles-Long Beach-Anaheim (Ca),2014,,28.18,29.61,,
Los Angeles-Long Beach-Anaheim (Ca),2015,10.02,26.44,28.47,,
Los Angeles-Long Beach-Anaheim (Ca),2016,10.11,26.44,27.67,,
Los Angeles-Long Beach-Anaheim (Ca),2017,10.64,25.44,26.81,,
Los Angeles-Long Beach-Anaheim (Ca),2018,11.36,25.99,26.03,,
Los Angeles-Long Beach-Anaheim (Ca),2019,8.99,21.57,23.99,,
Louisville/Jefferson County (Ky-In),2010,14.7,21.9,,,
Louisville/Jefferson County (Ky-In),2011,12.9,,,,
Louisville/Jefferson County (Ky-In),2012,12.3,20.6,,,
Louisville/Jefferson County (Ky-In),2013,,17.0,,,
Louisville/Jefferson County (Ky-In),2014,11.9,,,,
Louisville/Jefferson County (Ky-In),2017,,16.9,,,
Louisville/Jefferson County (Ky-In),2018,,15.75,,,
Macon (Ga),2011,14.2,,,32.8065,-83.6974
Macon (Ga),2011,14.2,,,39.7426,-92.4711
Macon (Ga),2011,14.2,,,33.1217,-88.5564
Macon (Ga),2011,14.2,,,39.7117,-88.9965
Macon (Ga),2011,14.2,,,36.4396,-78.0839
Macon (Ga),2016,9.7,,,32.8065,-83.6974
Macon (Ga),2016,9.7,,,39.7426,-92.4711
Macon (Ga),2016,9.7,,,33.1217,-88.5564
Macon (Ga),2016,9.7,,,39.7117,-88.9965
Macon (Ga),2016,9.7,,,36.4396,-78.0839
Madawaska (Census Name For Madawaska Center) (Na),2013,,16.0,,,
Madawaska (Census Name For Madawaska Center) (Na),2014,,12.7,,,
Madawaska (Census Name For Madawaska Center) (Na),2018,,18.4,,,
Madawaska (Census Name For Madawaska Center) (Na),2019,,12.6,,,
Madera (Ca),2010,,42.0,14.7,36.963,-120.0778
Madera (Ca),2011,20.4,,15.0,36.963,-120.0778
Madera (Ca),2012,16.0,36.4,,36.963,-120.0778
Madera (Ca),2013,17.8,36.5,,36.963,-120.0778
Madera (Ca),2014,14.0,35.1,11.6,36.963,-120.0778
Madera (Ca),2015,13.8,31.9,11.2,36.963,-120.0778
Madera (Ca),2016,12.0,,10.3,36.963,-120.0778
Madera (Ca),2017,12.5,34.2,12.1,36.963,-120.0778
Madera (Ca),2018,14.0,40.4,11.3,36.963,-120.0778
Madera (Ca),2019,,35.6,11.3,36.963,-120.0778
Madison (Wi),2012,,16.1,,43.0822,-89.393
Madison (Wi),2012,,16.1,,34.7114,-86.7626
Madison (Wi),2012,,16.1,,32.4738,-90.13
Madison (Wi),2012,,16.1,,40.7586,-74.4169
Madison (Wi),2012,,16.1,,38.7581,-85.3973
Madison (Wi),2012,,16.1,,44.0062,-97.1085
Madison (Wi),2012,,16.1,,33.5793,-83.4758
Madison (Wi),2012,,16.1,,41.7722,-81.0529
Madison (Wi),2012,,16.1,,30.4716,-83.413
Madison (Wi),2012,,16.1,,38.0631,-81.8046
Madison (Wi),2012,,16.1,,38.7024,-90.1501
Madison (Wi),2012,,16.1,,36.3868,-79.975
Madison (Wi),2012,,16.1,,41.8283,-97.4568
Madison (Wi),2012,,16.1,,45.0127,-96.189
Madison (Wi),2012,,16.1,,38.1336,-96.1372
Madison (Wi),2012,,16.1,,35.0193,-90.7317
Madison (Wi),2012,,16.1,,38.675,-121.9702
Madison (Wi),2012,,16.1,,39.4735,-92.2117
Madison (Wi),2012,,16.1,,38.3794,-78.2586
Madison (Wi),2012,,16.1,,40.2455,-79.6748
Madison (Wi),2012,,16.1,,38.5163,-76.2182
Malone (Ny),2010,,,3.9,30.9589,-85.1622
Malone (Ny),2010,,,3.9,31.9171,-96.8948
Malone (Ny),2010,,,3.9,46.9779,-123.3035
Malone (Ny),2011,,,7.2,30.9589,-85.1622
Malone (Ny),2011,,,7.2,31.9171,-96.8948
Malone (Ny),2011,,,7.2,46.9779,-123.3035
Malone (Ny),2012,,,9.5,30.9589,-85.1622
Malone (Ny),2012,,,9.5,31.9171,-96.8948
Malone (Ny),2012,,,9.5,46.9779,-123.3035
Malone (Ny),2015,,,5.1,30.9589,-85.1622
Malone (Ny),2015,,,5.1,31.9171,-96.8948
Malone (Ny),2015,,,5.1,46.9779,-123.3035
Malone (Ny),2016,,,7.3,30.9589,-85.1622
Malone (Ny),2016,,,7.3,31.9171,-96.8948
Malone (Ny),2016,,,7.3,46.9779,-123.3035
Malone (Ny),2017,,,3.1,30.9589,-85.1622
Malone (Ny),2017,,,3.1,31.9171,-96.8948
Malone (Ny),2017,,,3.1,46.9779,-123.3035
Manchester-Nashua (Nh),2016,4.2,,,,
Manchester-Nashua (Nh),2017,2.9,,,,
Manchester-Nashua (Nh),2018,3.2,,,,
Marshall (Mn),2016,4.4,,,32.537,-94.3515
Marshall (Mn),2016,4.4,,,39.1147,-93.201
Marshall (Mn),2016,4.4,,,44.4488,-95.7897
Marshall (Mn),2016,4.4,,,42.2618,-84.9598
Marshall (Mn),2016,4.4,,,39.3986,-87.69
Marshall (Mn),2016,4.4,,,43.1726,-89.0613
Marshall (Mn),2016,4.4,,,38.8661,-77.8453
Marshall (Mn),2016,4.4,,,35.9084,-92.6459
Marshall (Mn),2016,4.4,,,35.7973,-82.6818
Marshall (Mn),2016,4.4,,,36.1502,-97.6234
Marshall (Mn),2016,4.4,,,39.8475,-87.1868
Marshall (Mn),2016,4.4,,,61.8753,-162.0487
Marshall (Mn),2017,5.0,,,32.537,-94.3515
Marshall (Mn),2017,5.0,,,39.1147,-93.201
Marshall (Mn),2017,5.0,,,44.4488,-95.7897
Marshall (Mn),2017,5.0,,,42.2618,-84.9598
Marshall (Mn),2017,5.0,,,39.3986,-87.69
Marshall (Mn),2017,5.0,,,43.1726,-89.0613
Marshall (Mn),2017,5.0,,,38.8661,-77.8453
Marshall (Mn),2017,5.0,,,35.9084,-92.6459
Marshall (Mn),2017,5.0,,,35.7973,-82.6818
Marshall (Mn),2017,5.0,,,36.1502,-97.6234
Marshall (Mn),2017,5.0,,,39.8475,-87.1868
Marshall (Mn),2017,5.0,,,61.8753,-162.0487
Marshall (Tx),2011,,,7.9,32.537,-94.3515
Marshall (Tx),2011,,,7.9,39.1147,-93.201
Marshall (Tx),2011,,,7.9,44.4488,-95.7897
Marshall (Tx),2011,,,7.9,42.2618,-84.9598
Marshall (Tx),2011,,,7.9,39.3986,-87.69
Marshall (Tx),2011,,,7.9,43.1726,-89.0613
Marshall (Tx),2011,,,7.9,38.8661,-77.8453
Marshall (Tx),2011,,,7.9,35.9084,-92.6459
Marshall (Tx),2011,,,7.9,35.7973,-82.6818
Marshall (Tx),2011,,,7.9,36.1502,-97.6234
Marshall (Tx),2011,,,7.9,39.8475,-87.1868
Marshall (Tx),2011,,,7.9,61.8753,-162.0487
Marshall (Tx),2012,,,7.0,32.537,-94.3515
Marshall (Tx),2012,,,7.0,39.1147,-93.201
Marshall (Tx),2012,,,7.0,44.4488,-95.7897
Marshall (Tx),2012,,,7.0,42.2618,-84.9598
Marshall (Tx),2012,,,7.0,39.3986,-87.69
Marshall (Tx),2012,,,7.0,43.1726,-89.0613
Marshall (Tx),2012,,,7.0,38.8661,-77.8453
Marshall (Tx),2012,,,7.0,35.9084,-92.6459
Marshall (Tx),2012,,,7.0,35.7973,-82.6818
Marshall (Tx),2012,,,7.0,36.1502,-97.6234
Marshall (Tx),2012,,,7.0,39.8475,-87.1868
Marshall (Tx),2012,,,7.0,61.8753,-162.0487
Marshall (Tx),2016,,,4.2,32.537,-94.3515
Marshall (Tx),2016,,,4.2,39.1147,-93.201
Marshall (Tx),2016,,,4.2,44.4488,-95.7897
Marshall (Tx),2016,,,4.2,42.2618,-84.9598
Marshall (Tx),2016,,,4.2,39.3986,-87.69
Marshall (Tx),2016,,,4.2,43.1726,-89.0613
Marshall (Tx),2016,,,4.2,38.8661,-77.8453
Marshall (Tx),2016,,,4.2,35.9084,-92.6459
Marshall (Tx),2016,,,4.2,35.7973,-82.6818
Marshall (Tx),2016,,,4.2,36.1502,-97.6234
Marshall (Tx),2016,,,4.2,39.8475,-87.1868
Marshall (Tx),2016,,,4.2,61.8753,-162.0487
Marshall (Tx),2018,,,3.3,32.537,-94.3515
Marshall (Tx),2018,,,3.3,39.1147,-93.201
Marshall (Tx),2018,,,3.3,44.4488,-95.7897
Marshall (Tx),2018,,,3.3,42.2618,-84.9598
Marshall (Tx),2018,,,3.3,39.3986,-87.69
Marshall (Tx),2018,,,3.3,43.1726,-89.0613
Marshall (Tx),2018,,,3.3,38.8661,-77.8453
Marshall (Tx),2018,,,3.3,35.9084,-92.6459
Marshall (Tx),2018,,,3.3,35.7973,-82.6818
Marshall (Tx),2018,,,3.3,36.1502,-97.6234
Marshall (Tx),2018,,,3.3,39.8475,-87.1868
Marshall (Tx),2018,,,3.3,61.8753,-162.0487
Marshall (Tx),2019,,,4.6,32.537,-94.3515
Marshall (Tx),2019,,,4.6,39.1147,-93.201
Marshall (Tx),2019,,,4.6,44.4488,-95.7897
Marshall (Tx),2019,,,4.6,42.2618,-84.9598
Marshall (Tx),2019,,,4.6,39.3986,-87.69
Marshall (Tx),2019,,,4.6,43.1726,-89.0613
Marshall (Tx),2019,,,4.6,38.8661,-77.8453
Marshall (Tx),2019,,,4.6,35.9084,-92.6459
Marshall (Tx),2019,,,4.6,35.7973,-82.6818
Marshall (Tx),2019,,,4.6,36.1502,-97.6234
Marshall (Tx),2019,,,4.6,39.8475,-87.1868
Marshall (Tx),2019,,,4.6,61.8753,-162.0487
Mason City (Ia),2012,,21.4,,43.1487,-93.1997
Mason City (Ia),2012,,21.4,,40.2022,-89.6974
Mason City (Ia),2012,,21.4,,41.2222,-99.2988
Mason City (Ia),2015,,18.1,,43.1487,-93.1997
Mason City (Ia),2015,,18.1,,40.2022,-89.6974
Mason City (Ia),2015,,18.1,,41.2222,-99.2988
Mason City (Ia),2016,,18.5,,43.1487,-93.1997
Mason City (Ia),2016,,18.5,,40.2022,-89.6974
Mason City (Ia),2016,,18.5,,41.2222,-99.2988
Mason City (Ia),2017,,17.8,,43.1487,-93.1997
Mason City (Ia),2017,,17.8,,40.2022,-89.6974
Mason City (Ia),2017,,17.8,,41.2222,-99.2988
Mason City (Ia),2018,,19.4,,43.1487,-93.1997
Mason City (Ia),2018,,19.4,,40.2022,-89.6974
Mason City (Ia),2018,,19.4,,41.2222,-99.2988
Mason City (Ia),2019,,16.7,,43.1487,-93.1997
Mason City (Ia),2019,,16.7,,40.2022,-89.6974
Mason City (Ia),2019,,16.7,,41.2222,-99.2988
Mcallen-Edinburg-Mission (Tx),2013,,32.6,,,
Mcallen-Edinburg-Mission (Tx),2015,,26.5,,,
Mcallen-Edinburg-Mission (Tx),2016,,26.8,,,
Mcallen-Edinburg-Mission (Tx),2017,,24.8,,,
Mcallen-Edinburg-Mission (Tx),2019,,23.5,,,
Medford (Or),2013,14.2,,,42.3372,-122.854
Medford (Or),2013,14.2,,,42.4234,-71.1087
Medford (Or),2013,14.2,,,40.822,-72.9859
Medford (Or),2013,14.2,,,45.1365,-90.3436
Medford (Or),2013,14.2,,,44.1685,-93.2472
Medford (Or),2013,14.2,,,36.8035,-97.7378
Medford (Or),2017,15.3,,,42.3372,-122.854
Medford (Or),2017,15.3,,,42.4234,-71.1087
Medford (Or),2017,15.3,,,40.822,-72.9859
Medford (Or),2017,15.3,,,45.1365,-90.3436
Medford (Or),2017,15.3,,,44.1685,-93.2472
Medford (Or),2017,15.3,,,36.8035,-97.7378
Memphis (Tn-Ms-Ar),2010,,,19.3,35.1087,-89.9663
Memphis (Tn-Ms-Ar),2010,,,19.3,27.5435,-82.5608
Memphis (Tn-Ms-Ar),2010,,,19.3,34.7268,-100.5416
Memphis (Tn-Ms-Ar),2010,,,19.3,40.4613,-92.1704
Memphis (Tn-Ms-Ar),2010,,,19.3,42.8956,-82.7689
Memphis (Tn-Ms-Ar),2010,,,19.3,38.4891,-85.7679
Memphis (Tn-Ms-Ar),2010,,,19.3,41.0946,-96.4332
